claim_id,register_scope,category,page_id,slug,page_type,intended_status,exact_claim,matched_text,placement,widget_type,evidence_citation,evidence_status,required_disposition,blocks_staging,blocks_publication,final_disposition,final_text,disposition_authority,final_blocks_staging,final_blocks_publication
LEG-0034,legacy_232,fixed_price_on_site_quote,969,concreters-gregory-hills,suburb,publish,Fixed-Price On-Site Quotes in Oran Park,Fixed-Price On-Site Quotes,_elementor_data:$[11].elements[1].elements[0].settings.title_text,icon-box,NONE — data/verified-facts.yml pricing and owner attestation 21 August 2026,UNSUPPORTED,remove the promise; say only that job-specific quotations and terms must be confirmed,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0035,legacy_232,licence_insurance_accreditation,969,concreters-gregory-hills,suburb,publish,Licensed & Insured,Licensed & Insured,_elementor_data:$[11].elements[1].elements[2].settings.title_text,icon-box,NONE — data/verified-facts.yml licensing; no contractor credential is authorised,UNSUPPORTED,remove or restate only as a requirement to verify the independent provider,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0036,legacy_232,service_area_claim,969,concreters-gregory-hills,suburb,publish,AREAS WE COVER AROUND GREGORY HILLS,AREAS WE COVER,_elementor_data:$[12].elements[1].elements[0].settings.title,heading,NONE — data/verified-facts.yml service_areas verified:false and empty,UNSUPPORTED,replace with non-service suburb information or remove,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0037,legacy_232,false_verified_project_record,969,concreters-gregory-hills,suburb,publish,"For Gregory Hills, the verified project record says: Gregory Hills is the one Camden growth suburb where residential and light-industrial work sit side by side. The Turner Road business precinct and the Smeaton Grange estate next door mean forklift-rated slabs, loading-dock aprons and truck hardstands are quoted off the same drive as a domestic driveway — different mix design, different reinforcement, different jointing.",verified project record says,_elementor_data:$[14].elements[2].elements[0].elements[0].settings.editor,text-editor,NONE — DECISION-06 D32: no Camden job completed or scheduled,UNSUPPORTED,remove false project-record framing; retain only separately sourced public facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0038,legacy_232,false_verified_project_record,969,concreters-gregory-hills,suburb,publish,"For Gregory Hills, the verified project record says: Shale-derived clay on engineered fill. Commercial hardstand areas need subgrade CBR testing and a thicker reinforced section than a residential driveway — do not quote a warehouse apron off a residential rate.",verified project record says,_elementor_data:$[14].elements[2].elements[1].elements[0].settings.editor,text-editor,NONE — DECISION-06 D32: no Camden job completed or scheduled,UNSUPPORTED,remove false project-record framing; retain only separately sourced public facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0039,legacy_232,false_verified_project_record,969,concreters-gregory-hills,suburb,publish,"For Gregory Hills, the verified project record says: Residential: Camden Council Standard Driveway Crossing Application. Commercial/industrial: Non-Standard Driveway Application, plus any DA conditions attached to the site.",verified project record says,_elementor_data:$[14].elements[2].elements[2].elements[0].settings.editor,text-editor,NONE — DECISION-06 D32: no Camden job completed or scheduled,UNSUPPORTED,remove false project-record framing; retain only separately sourced public facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0040,legacy_232,fixed_price_on_site_quote,969,concreters-gregory-hills,suburb,publish,"Concreting in Gregory Hills 2557 for driveways, slabs, paths and crossovers, using the verified Camden Council approval path. Request an on-site quote.",on-site quote,postmeta:rank_math_description,meta,NONE — data/verified-facts.yml pricing and owner attestation 21 August 2026,UNSUPPORTED,remove the promise; say only that job-specific quotations and terms must be confirmed,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting information only. Council requirements must be checked for the specific property and proposed work.,"owner attestation and remediation authority, 21 August 2026; unsupported verified-council meta claim removed",False,False
LEG-0041,legacy_232,researched_job_record,1370,concreters-gledswood-hills,suburb,publish,"The typical Gledswood Hills workload includes Exposed aggregate driveways on premium lots, Pool surrounds and coping, Large alfresco and outdoor kitchen slabs and Pumped pours where tree protection restricts truck access. Preparation is matched to the verified Gledswood Hills ground profile, the finished levels and the intended load rather than copied from a neighbouring suburb. The Gledswood Hills evidence register identifies Camden Growth Centres LEP 2008, Gledswood Hills Voluntary Planning Agreement and Cumberland Plain Woodland conservation areas and records the local housing period as 2014–present, premium masterplanned. Access evidence for Gledswood Hills is anchored to Raby Road, Camden Valley Way and Gregory Hills Drive; the Gledswood Hills locality references are Camden Lakeside Golf Course, Gledswood Homestead & Winery (heritage), Harrington Park Homestead, Orielton Homestead, Sydney Water Upper Canal and South Creek riparian corridor. The researched Gledswood Hills job record contains Exposed aggregate driveways on premium lots, Pool surrounds and coping, Large alfresco and outdoor kitchen slabs and Pumped pours where tree protection restricts truck access. These Gledswood Hills examples describe the supplied job mix rather than a claim about an unverified project. The unresolved Gledswood Hills checks are framed by these supplied questions: Do I need a salinity-rated concrete mix near the South Creek corridor?, Can you get a truck in if my lot has a tree protection zone? and What finishes are allowed under the Gledswood Hills design guidelines?. Each Gledswood Hills answer must retain its cited council, planning, engineering or operator source. The Gledswood Hills development references supplied for research are Gledswood Hills Estate (Sekisui House), The Crest, Norman Estates and Eden. The Gledswood Hills page treats those names as source leads, not as proof of a Structure Co project. The supplied Gledswood Hills job weighting is new build 55%, replacement 5%, decorative 35% and commercial 5%. The Gledswood Hills service emphasis follows that recorded mix. The Gledswood Hills research brief assigns postcode 2557, authority Camden Council and primary query concreters gledswood hills. Those Gledswood Hills identifiers must agree across the import record. The supplied Gledswood Hills query set is concreter gledswood hills, exposed aggregate driveway gledswood hills, concrete pool surround gledswood hills, concrete driveway gledswood hills and alfresco slab gledswood hills. The Gledswood Hills body uses that set only where the researched ground, approval or job evidence supports the wording. Gledswood Hills separates its exposed aggregate concrete evidence from the general Gledswood Hills brief; Exposed Aggregate Concrete in Gledswood Hills carries that service decision.",The researched Gledswood Hills job record contains,_elementor_data:$[6].elements[1].elements[0].elements[1].settings.editor,text-editor,NONE — DECISION-06 D32: no Camden job record exists,UNSUPPORTED,remove the invented job-record construction,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; invented researched-job-record construction removed",False,False
LEG-0042,legacy_232,real_photo_pending_local_project,1370,concreters-gledswood-hills,suburb,publish,[[REAL_PHOTO_PENDING: verified Structure Co project in Gledswood Hills]],[[REAL_PHOTO_PENDING: verified Structure Co project in Gledswood Hills]],_elementor_data:$[10].elements[0].elements[1].settings.editor,text-editor,NONE — DECISION-06 D32 and Report 50,UNSUPPORTED,remove the evidential local-work module,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0043,legacy_232,real_photo_pending_local_project,1370,concreters-gledswood-hills,suburb,publish,[[REAL_PHOTO_PENDING: verified Structure Co project in Gledswood Hills]],[[REAL_PHOTO_PENDING: verified Structure Co project in Gledswood Hills]],_elementor_data:$[10].elements[1].elements[1].settings.editor,text-editor,NONE — DECISION-06 D32 and Report 50,UNSUPPORTED,remove the evidential local-work module,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0044,legacy_232,real_photo_pending_local_project,1370,concreters-gledswood-hills,suburb,publish,[[REAL_PHOTO_PENDING: verified Structure Co project in Gledswood Hills]],[[REAL_PHOTO_PENDING: verified Structure Co project in Gledswood Hills]],_elementor_data:$[10].elements[2].elements[1].settings.editor,text-editor,NONE — DECISION-06 D32 and Report 50,UNSUPPORTED,remove the evidential local-work module,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
