requirement_id,wave,page_slug,page_type,elementor_widget_id,section,slot_classification,required_or_optional,asset_source,subject,orientation,aspect_ratio,min_dimensions,preferred_format,safe_filename,alt_text_rule,geographic_claim_allowed,evidence_required,reuse_allowed,current_attachment_id,current_filename,required_action,owner_input,blocks_launch,notes
IMG-0037,Wave 1,concrete-paths-south-west-sydney,service,34b1791a,7f6fed1e — Ground support for concrete paths and pathways,BLOCKED-PENDING-VERDICT,optional,existing re-encoded media,Dark concrete driveway crossing; visible purpose: Ground support for concrete paths and pathways,landscape,101:76,505x380,JPEG,dark-concrete-driveway-crossing-1185.jpg,Dark concrete driveway crossing between a kerb and property,no,"No Camden/NSW provenance in repository; original Victorian filename is provenance of source, not NSW provenance",yes only if owner records GENERIC,1185,council-crossing-south-west-sydney-1185.jpg,owner records verdict; audit recommends GENERIC; transformer then regenerates derivative,record explicit GENERIC (or another supported verdict) in worksheet; OK additionally needs documentary provenance,yes — Band A public-media gate,page_id=178; widget_type=image; setting=image; geographic-claim-bearing in source; decorative only if owner selects GENERIC; permission=HOLD; absent from derivative and public media; source_geographic_claim=Filename and alt assert a council crossing in South West Sydney.; project_claim=yes; can be removed without loss of page meaning; derivative_slot=absent
IMG-0038,Wave 1,concrete-paths-south-west-sydney,service,6fbeb295,7c8bc724 — Reinforcement for concrete paths and pathways,BLOCKED-PENDING-VERDICT,optional,existing re-encoded media,Modern commercial building with concrete hardstand; visible purpose: Reinforcement for concrete paths and pathways,landscape,964:543,964x543,WebP,commercial-building-concrete-hardstand-1186.webp,Modern commercial building with a concrete hardstand,no,"No Camden/NSW provenance in repository; original Victorian filename is provenance of source, not NSW provenance",yes only if owner records GENERIC,1186,gregory-hills-commercial-concreting-1186.webp,owner records verdict; audit recommends GENERIC; transformer then regenerates derivative,record explicit GENERIC (or another supported verdict) in worksheet; OK additionally needs documentary provenance,yes — Band A public-media gate,"page_id=178; widget_type=image; setting=image; geographic-claim-bearing in source; decorative only if owner selects GENERIC; permission=HOLD; absent from derivative and public media; source_geographic_claim=Filename and alt assert commercial concreting in Gregory Hills, NSW.; project_claim=yes; can be removed without loss of page meaning; derivative_slot=absent"
IMG-0039,Wave 1,concrete-paths-south-west-sydney,service,4c0594f2,141fb611 — Finished levels for concrete paths and pathways,BLOCKED-PENDING-VERDICT,optional,existing re-encoded media,Estate playground with prominent M locality branding; no concrete subject; visible purpose: Finished levels for concrete paths and pathways,landscape,79:38,632x304,JPEG,,remove with slot if UNUSABLE; no local alt is permitted without provenance,no,"No Camden/NSW provenance in repository; original Victorian filename is provenance of source, not NSW provenance",no — recommended UNUSABLE,1187,leppington-new-estates-1187.jpg,owner records verdict; audit recommends UNUSABLE; transformer then regenerates derivative,record explicit UNUSABLE (or another supported verdict) in worksheet; OK additionally needs documentary provenance,yes — Band A public-media gate,"page_id=178; widget_type=image; setting=image; geographic-claim-bearing in source; decorative only if owner selects GENERIC; permission=HOLD; absent from derivative and public media; source_geographic_claim=Filename and alt assert new estates in Leppington, NSW.; project_claim=yes; can be removed without loss of page meaning; derivative_slot=absent"
IMG-0040,Wave 1,concrete-paths-south-west-sydney,service,211e758d,1a69b897 — Council requirements for concrete paths and pathways,EXISTING-APPROVED,optional,existing re-encoded media,Dry cracked ground surface; visible purpose: Council requirements for concrete paths and pathways,landscape,723:350,723x350,JPEG,dry-cracked-ground-1188.jpg,Dry cracked ground surface,no,D18/D20: remove unsupported geographic and geological assertion,yes — decorative/non-evidential only,1188,dry-cracked-ground-1188.jpg,retain current generic placement,none,no,page_id=178; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0041,Wave 1,concrete-paths-south-west-sydney,service,462cb747,708d751d — Untitled Elementor section,OWNER-BRAND,required,already supplied Structure Co brand pack,Structure Co horizontal wordmark; visible purpose: Untitled Elementor section,vector/adaptive,asset-native,SVG vector,SVG,structure-co-horizontal.svg,Structure Co Concreters Camden,no,D36 and source-inputs/brand/ supplied asset hashes,yes — same wordmark may serve every in-page logo slot,307,corex-concreters-camden-logo-307.png,replace retired E&T attachment with supplied Structure Co wordmark during authorised import,no new file; later approve rendered placement,yes for any page retaining this brand slot,page_id=178; widget_type=image; setting=image; decorative; permission=retired attachment excluded; verified replacement already supplied; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0042,Wave 1,concrete-patios-south-west-sydney,service,2f9d916e,4c7f49fd — Ground support for concrete patios and alfresco slabs,EXISTING-APPROVED,optional,existing re-encoded media,Freshly poured concrete slab beside a two-storey home; visible purpose: Ground support for concrete patios and alfresco slabs,landscape,1103:812,1103x812,WebP,fresh-concrete-backyard-slab-47.webp,Freshly poured concrete slab beside a two-storey home,no,owner-recorded Band B verdict; build/45-media-remediation.csv,yes — decorative/non-evidential only,47,fresh-concrete-backyard-slab-47.webp,retain current generic placement,none,no,page_id=195; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0043,Wave 1,concrete-patios-south-west-sydney,service,54b2712e,7b9a39e3 — Reinforcement for concrete patios and alfresco slabs,EXISTING-APPROVED,optional,existing re-encoded media,Exposed aggregate driveway leading to a carport; visible purpose: Reinforcement for concrete patios and alfresco slabs,landscape,1333:751,1333x751,WebP,exposed-aggregate-residential-driveway-48.webp,Exposed aggregate driveway leading to a carport,no,owner-recorded Band B verdict; build/45-media-remediation.csv,yes — decorative/non-evidential only,48,exposed-aggregate-residential-driveway-48.webp,retain current generic placement,none,no,page_id=195; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0044,Wave 1,concrete-patios-south-west-sydney,service,282eb1d0,1ae9dd4e — Finished levels for concrete patios and alfresco slabs,EXISTING-APPROVED,optional,existing re-encoded media,Freshly poured concrete beside a swimming pool; visible purpose: Finished levels for concrete patios and alfresco slabs,landscape,1333:750,1333x750,WebP,fresh-concrete-pool-surround-49.webp,Freshly poured concrete beside a swimming pool,no,owner-recorded Band B verdict; build/45-media-remediation.csv,yes — decorative/non-evidential only,49,fresh-concrete-pool-surround-49.webp,retain current generic placement,none,no,page_id=195; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0045,Wave 1,concrete-patios-south-west-sydney,service,51342c0b,43cf37f4 — Council requirements for concrete patios and alfresco slabs,EXISTING-APPROVED,optional,existing re-encoded media,Exposed aggregate concrete; visible purpose: Council requirements for concrete patios and alfresco slabs,square,1:1,2007x2007,JPEG,exposed-aggregate-concrete-50.jpg,Exposed aggregate concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,50,exposed-aggregate-concrete-50.jpg,retain current generic placement,none,no,page_id=195; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0046,Wave 1,concrete-patios-south-west-sydney,service,179a8394,46eaf4a0 — Untitled Elementor section,OWNER-BRAND,required,already supplied Structure Co brand pack,Structure Co horizontal wordmark; visible purpose: Untitled Elementor section,vector/adaptive,asset-native,SVG vector,SVG,structure-co-horizontal.svg,Structure Co Concreters Camden,no,D36 and source-inputs/brand/ supplied asset hashes,yes — same wordmark may serve every in-page logo slot,306,corex-concreters-camden-logo-306.png,replace retired E&T attachment with supplied Structure Co wordmark during authorised import,no new file; later approve rendered placement,yes for any page retaining this brand slot,page_id=195; widget_type=image; setting=image; decorative; permission=retired attachment excluded; verified replacement already supplied; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0047,Wave 1,concreters-leppington,suburb,7c2526d7,7c2526d7 — Concreters Leppington,EXISTING-APPROVED,optional,existing re-encoded media,Exposed aggregate concrete; visible purpose: Concreters Leppington,square,1:1,2007x2007,JPEG,exposed-aggregate-concrete-50.jpg,Exposed aggregate concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,50,exposed-aggregate-concrete-50.jpg,retain current generic placement,none,no,page_id=221; widget_type=container; setting=background_image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0048,Wave 1,concreters-leppington,suburb,a86c195,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,BLOCKED-PENDING-VERDICT,optional,existing re-encoded media,Identifiable Melbourne CBD skyline and hot-air balloon; visible purpose: Concrete Driveways,landscape,4:3,888x666,PNG,,remove with slot if UNUSABLE; no local alt is permitted without provenance,no,"No Camden/NSW provenance in repository; original Victorian filename is provenance of source, not NSW provenance",no — recommended UNUSABLE,956,south-west-sydney-growth-corridor-956.png,owner records verdict; audit recommends UNUSABLE; transformer then regenerates derivative,record explicit UNUSABLE (or another supported verdict) in worksheet; OK additionally needs documentary provenance,yes — Band A public-media gate,page_id=221; widget_type=image-box; setting=image; geographic-claim-bearing in source; decorative only if owner selects GENERIC; permission=HOLD; absent from derivative and public media; source_geographic_claim=Filename and alt assert the South West Sydney growth corridor.; project_claim=yes; can be removed without loss of page meaning; derivative_slot=absent
